Epoch,V,BX_GSE,BY_GSM,BZ_GSM,N
2018-07-26 06:00:00,462.0,2.3,-1.3,0.4,2.2
2018-07-26 07:00:00,454.0,2.5,-1.8,0.4,1.9
2018-07-26 08:00:00,449.0,2.8,-1.2,0.6,1.9
2018-07-26 09:00:00,440.0,3.0,-0.9,0.9,2.1
2018-07-26 10:00:00,469.0,1.6,-1.3,1.6,2.1
2018-07-26 11:00:00,441.0,2.5,-1.9,0.7,2.1
2018-07-26 12:00:00,434.0,2.7,-1.9,0.1,2.1
2018-07-26 13:00:00,440.0,2.5,-1.8,0.3,2.4
2018-07-26 14:00:00,446.0,2.0,-1.1,-0.3,2.5
2018-07-26 15:00:00,444.0,1.7,-1.0,-0.4,2.2
2018-07-26 16:00:00,417.0,3.3,-0.9,0.4,1.9
2018-07-26 17:00:00,412.0,3.2,-0.8,0.7,2.0
2018-07-26 18:00:00,420.0,3.1,0.1,0.5,2.2
2018-07-26 19:00:00,422.0,3.2,-1.0,0.2,2.4
2018-07-26 20:00:00,400.0,3.6,-0.3,-0.2,1.6
2018-07-26 21:00:00,396.0,3.5,0.5,-0.2,1.5
2018-07-26 22:00:00,395.0,3.8,0.8,-0.2,1.6
2018-07-26 23:00:00,399.0,3.9,0.1,-0.1,1.8
2018-07-27 00:00:00,398.0,4.0,0.4,-0.1,1.7
2018-07-27 01:00:00,392.0,3.7,-0.0,-0.4,1.8
2018-07-27 02:00:00,384.0,3.1,-0.4,-0.0,3.2
2018-07-27 03:00:00,383.0,3.8,-1.6,0.1,2.7
2018-07-27 04:00:00,397.0,3.2,-3.1,0.4,3.3
2018-07-27 05:00:00,417.0,1.7,-3.2,1.8,3.5
2018-07-27 06:00:00,406.0,2.5,-2.2,1.0,3.6
2018-07-27 07:00:00,385.0,3.9,-1.9,1.3,3.3
2018-07-27 08:00:00,379.0,4.9,-1.2,0.9,2.5
2018-07-27 09:00:00,370.0,5.0,-0.5,0.7,2.3
2018-07-27 10:00:00,378.0,4.3,-1.6,0.9,2.9
2018-07-27 11:00:00,387.0,4.1,2.4,0.4,3.4
2018-07-27 12:00:00,395.0,4.5,1.1,1.0,2.8
2018-07-27 13:00:00,391.0,4.0,1.9,1.4,3.1
2018-07-27 14:00:00,383.0,3.8,0.2,1.8,3.6
2018-07-27 15:00:00,379.0,3.4,0.5,0.7,3.6
2018-07-27 16:00:00,409.0,-0.9,-2.9,-0.9,4.4
2018-07-27 17:00:00,394.0,0.9,-1.3,-0.2,4.6
2018-07-27 18:00:00,410.0,-0.5,-2.2,-0.4,4.5
2018-07-27 19:00:00,403.0,0.5,-1.0,-0.2,4.8
2018-07-27 20:00:00,407.0,0.1,-2.1,-0.2,4.8
2018-07-27 21:00:00,405.0,0.6,-1.9,0.5,4.7
2018-07-27 22:00:00,400.0,4.0,0.5,1.7,4.0
2018-07-27 23:00:00,393.0,3.7,2.2,0.3,4.6
2018-07-28 00:00:00,389.0,4.0,1.7,0.2,4.0
2018-07-28 01:00:00,396.0,4.0,2.5,0.7,3.7
2018-07-28 02:00:00,395.0,3.3,2.3,2.0,4.4
2018-07-28 03:00:00,382.0,4.5,0.6,1.3,4.1
2018-07-28 04:00:00,385.0,3.8,0.7,2.6,4.3
2018-07-28 05:00:00,379.0,3.6,1.6,-0.2,4.7
2018-07-28 06:00:00,373.0,4.5,0.6,1.1,3.8
2018-07-28 07:00:00,369.0,4.5,0.4,0.5,3.7
2018-07-28 08:00:00,367.0,4.1,-0.3,-1.1,3.8
2018-07-28 09:00:00,368.0,2.2,-1.6,-2.0,4.2
2018-07-28 10:00:00,359.0,3.1,-0.5,-1.6,3.9
2018-07-28 11:00:00,351.0,3.6,-1.2,-0.1,3.6
2018-07-28 12:00:00,349.0,3.6,-1.4,-0.2,3.5
2018-07-28 13:00:00,373.0,-0.5,-3.4,-1.5,3.9
2018-07-28 14:00:00,369.0,-0.2,-3.3,-2.3,4.1
2018-07-28 15:00:00,369.0,-0.8,-3.6,-2.0,3.9
2018-07-28 16:00:00,361.0,-0.2,-3.0,-2.2,4.2
2018-07-28 17:00:00,366.0,-0.7,-2.2,-2.9,4.4
2018-07-28 18:00:00,354.0,1.4,-1.2,-2.4,4.2
2018-07-28 19:00:00,354.0,0.9,-1.2,-2.6,4.2
2018-07-28 20:00:00,341.0,2.1,-1.6,-0.7,4.1
2018-07-28 21:00:00,342.0,2.7,-3.0,-0.6,4.5
2018-07-28 22:00:00,345.0,2.1,-2.6,-0.1,5.1
2018-07-28 23:00:00,345.0,1.7,-2.4,2.0,5.0
2018-07-29 00:00:00,361.0,-1.2,-3.5,-2.1,5.2
2018-07-29 01:00:00,360.0,-1.5,-2.5,-2.9,5.2
2018-07-29 02:00:00,354.0,-1.1,-3.1,-2.8,4.9
2018-07-29 03:00:00,351.0,-1.2,-3.3,-2.7,4.7
2018-07-29 04:00:00,339.0,0.7,-2.5,-2.5,4.8
2018-07-29 05:00:00,329.0,2.5,-1.8,-2.9,4.9
2018-07-29 06:00:00,320.0,3.8,0.4,-1.8,4.8
2018-07-29 07:00:00,323.0,2.8,-0.5,-2.4,5.0
2018-07-29 08:00:00,330.0,1.7,-2.0,-3.5,5.6
2018-07-29 09:00:00,337.0,-1.3,-2.9,-2.4,6.5
2018-07-29 10:00:00,339.0,-2.1,-2.9,-1.6,6.8
2018-07-29 11:00:00,332.0,-1.5,-3.6,-2.0,6.9
2018-07-29 12:00:00,328.0,-1.7,-3.7,-2.2,6.6
2018-07-29 13:00:00,324.0,-1.0,-3.9,-2.3,6.7
2018-07-29 14:00:00,323.0,-1.9,-3.8,-1.3,6.8
2018-07-29 15:00:00,316.0,-1.2,-3.6,-2.6,6.7
2018-07-29 16:00:00,321.0,-2.8,-3.1,-1.1,7.2
2018-07-29 17:00:00,315.0,-1.2,-3.0,-1.7,6.8
2018-07-29 18:00:00,305.0,0.1,-3.0,-2.4,6.6
2018-07-29 19:00:00,309.0,-1.2,-3.4,-2.6,6.1
2018-07-29 20:00:00,323.0,-3.1,-2.1,-1.7,5.9
2018-07-29 21:00:00,329.0,-4.2,-1.8,-1.5,9.3
2018-07-29 22:00:00,333.0,-4.5,-3.5,-2.2,8.6
2018-07-29 23:00:00,323.0,-2.5,-5.8,-0.3,9.3
2018-07-30 00:00:00,319.0,-2.2,-6.2,-0.8,9.0
2018-07-30 01:00:00,309.0,-1.3,-6.3,-0.2,8.6
2018-07-30 02:00:00,300.0,1.6,-5.5,2.0,8.4
2018-07-30 03:00:00,301.0,0.6,-4.9,1.7,8.2
2018-07-30 04:00:00,302.0,0.7,-4.6,1.9,7.9
2018-07-30 05:00:00,302.0,1.4,-3.8,2.3,6.3
2018-07-30 06:00:00,301.0,-0.1,-3.5,1.9,6.4
2018-07-30 07:00:00,305.0,-0.7,-3.3,1.8,6.3
2018-07-30 08:00:00,295.0,-0.1,-3.5,1.8,6.0
2018-07-30 09:00:00,286.0,0.1,-3.3,1.7,6.1
2018-07-30 10:00:00,286.0,-0.7,-2.9,2.2,6.1
2018-07-30 11:00:00,284.0,-0.8,-2.7,1.9,6.0
2018-07-30 12:00:00,294.0,0.3,-2.4,3.7,9.2
2018-07-30 13:00:00,316.0,0.3,-4.1,3.1,12.2
2018-07-30 14:00:00,325.0,-1.5,-4.6,3.0,13.9
2018-07-30 15:00:00,318.0,-0.5,-6.7,0.4,15.2
2018-07-30 16:00:00,318.0,1.2,-7.4,-1.7,12.8
2018-07-30 17:00:00,322.0,2.7,-7.5,-2.5,12.4
2018-07-30 18:00:00,322.0,2.9,-7.5,-1.6,11.8
2018-07-30 19:00:00,327.0,2.3,-7.0,-1.4,12.3
2018-07-30 20:00:00,323.0,4.1,-3.4,-4.6,12.2
2018-07-30 21:00:00,330.0,5.0,-5.6,-4.7,7.8
2018-07-30 22:00:00,334.0,4.1,-6.1,-3.1,9.9
2018-07-30 23:00:00,337.0,3.2,-6.1,-0.7,14.3
2018-07-31 00:00:00,339.0,3.5,-6.1,-2.2,13.6
2018-07-31 01:00:00,337.0,3.2,-5.8,-2.3,12.6
2018-07-31 02:00:00,331.0,-0.1,-0.8,2.6,12.0
2018-07-31 03:00:00,325.0,-0.8,0.2,3.9,11.4
2018-07-31 04:00:00,326.0,0.4,-2.8,1.8,10.0
2018-07-31 05:00:00,323.0,-0.5,-0.2,4.2,8.9
2018-07-31 06:00:00,315.0,-2.2,0.7,3.3,7.4
2018-07-31 07:00:00,310.0,-2.9,0.3,2.5,7.7
2018-07-31 08:00:00,310.0,-3.7,0.4,2.4,6.7
2018-07-31 09:00:00,307.0,-3.8,0.5,2.8,6.3
2018-07-31 10:00:00,304.0,-2.6,-0.5,1.6,7.5
2018-07-31 11:00:00,308.0,-2.3,-1.3,3.1,7.7
2018-07-31 12:00:00,311.0,-1.8,-2.4,2.6,8.6
2018-07-31 13:00:00,318.0,-2.4,-3.3,4.0,7.4
2018-07-31 14:00:00,320.0,-3.0,-3.8,6.3,9.4
2018-07-31 15:00:00,327.0,-0.8,-7.2,4.6,10.6
2018-07-31 16:00:00,334.0,0.8,-5.4,2.2,12.5
2018-07-31 17:00:00,335.0,1.6,-6.3,1.0,12.5
2018-07-31 18:00:00,334.0,1.3,-5.1,-1.0,13.2
2018-07-31 19:00:00,330.0,0.3,-1.2,-1.6,18.2
2018-07-31 20:00:00,331.0,0.7,-2.2,0.5,21.1
2018-07-31 21:00:00,322.0,2.3,-5.4,-1.7,14.4
2018-07-31 22:00:00,317.0,1.6,-4.5,-2.2,15.4
2018-07-31 23:00:00,317.0,3.0,-1.6,-3.8,15.5
2018-08-01 00:00:00,315.0,1.7,-2.8,-0.6,16.7
2018-08-01 01:00:00,314.0,-1.3,-3.7,2.8,14.7
2018-08-01 02:00:00,315.0,-1.9,0.3,2.9,15.9
2018-08-01 03:00:00,312.0,-3.2,1.0,2.2,15.8
2018-08-01 04:00:00,310.0,-3.6,-1.2,2.3,17.0
2018-08-01 05:00:00,306.0,-5.0,-0.3,2.0,15.2
2018-08-01 06:00:00,303.0,-4.5,1.3,0.7,14.8
2018-08-01 07:00:00,302.0,-4.4,0.8,0.8,14.1
2018-08-01 08:00:00,305.0,-3.4,2.3,1.4,14.2
2018-08-01 09:00:00,314.0,-1.5,4.2,-1.0,10.3
2018-08-01 10:00:00,337.0,-5.2,0.3,3.9,5.8
2018-08-01 11:00:00,353.0,-4.2,4.4,-0.4,6.6
2018-08-01 12:00:00,380.0,-6.8,3.5,3.0,4.6
2018-08-01 13:00:00,387.0,-7.2,3.8,3.2,4.0
2018-08-01 14:00:00,415.0,-2.6,4.2,-1.3,6.3
2018-08-01 15:00:00,413.0,-3.0,4.6,0.6,7.0
2018-08-01 16:00:00,404.0,-2.8,6.0,0.4,8.0
2018-08-01 17:00:00,402.0,-2.8,5.5,0.2,8.5
2018-08-01 18:00:00,391.0,-4.3,5.0,1.4,8.7
2018-08-01 19:00:00,386.0,-5.1,4.1,-1.9,8.6
2018-08-01 20:00:00,379.0,-5.2,4.8,-1.3,10.0
2018-08-01 21:00:00,377.0,-5.0,5.5,-0.1,12.5
2018-08-01 22:00:00,381.0,-4.1,4.5,-0.2,21.1
2018-08-01 23:00:00,376.0,-2.5,1.7,-3.8,23.2
2018-08-02 00:00:00,376.0,-0.6,-1.8,0.2,23.7
2018-08-02 01:00:00,370.0,1.2,0.1,1.8,24.0
2018-08-02 02:00:00,368.0,1.1,1.0,-0.1,19.9
2018-08-02 03:00:00,365.0,-6.2,0.4,3.5,13.3
2018-08-02 04:00:00,391.0,2.6,-0.6,-2.0,11.6
2018-08-02 05:00:00,390.0,1.7,-7.4,0.7,7.8
2018-08-02 06:00:00,398.0,0.6,-7.9,2.1,5.9
2018-08-02 07:00:00,391.0,1.1,-7.0,1.5,8.1
2018-08-02 08:00:00,390.0,0.7,-7.1,1.9,8.1
2018-08-02 09:00:00,389.0,0.7,-6.8,2.7,7.6
2018-08-02 10:00:00,387.0,-1.5,-6.5,3.1,8.2
2018-08-02 11:00:00,385.0,-3.7,-5.2,3.6,9.2
2018-08-02 12:00:00,376.0,-2.8,-5.1,2.5,15.1
2018-08-02 13:00:00,375.0,-3.8,-5.6,3.1,8.1
2018-08-02 14:00:00,383.0,-5.2,-4.4,4.1,6.7
2018-08-02 15:00:00,390.0,-6.3,-3.2,4.7,6.7
2018-08-02 16:00:00,390.0,-6.5,-3.3,4.3,6.2
2018-08-02 17:00:00,381.0,-5.8,-3.6,4.5,6.3
2018-08-02 18:00:00,373.0,-5.3,-4.1,3.9,6.8
2018-08-02 19:00:00,368.0,-4.0,-4.8,3.0,7.0
2018-08-02 20:00:00,366.0,-2.2,-5.0,2.5,7.1
2018-08-02 21:00:00,370.0,-0.9,-5.9,2.5,7.3
2018-08-02 22:00:00,380.0,-2.5,-4.3,2.4,7.5
2018-08-02 23:00:00,392.0,-3.8,-3.6,2.5,6.2
2018-08-03 00:00:00,392.0,-4.4,-2.7,1.7,6.0
2018-08-03 01:00:00,396.0,-3.5,-1.5,2.5,8.0
2018-08-03 02:00:00,392.0,-2.8,0.4,2.2,10.9
2018-08-03 03:00:00,386.0,-2.1,1.8,3.3,14.5
2018-08-03 04:00:00,378.0,-1.5,3.7,1.1,12.0
2018-08-03 05:00:00,382.0,-1.2,3.6,-1.2,10.2
2018-08-03 06:00:00,386.0,0.1,3.5,-2.0,8.0
2018-08-03 07:00:00,385.0,-0.1,2.9,-2.2,7.5
2018-08-03 08:00:00,387.0,0.3,2.9,-2.6,8.2
2018-08-03 09:00:00,389.0,0.9,2.8,-3.1,9.3
2018-08-03 10:00:00,388.0,-0.7,2.3,-1.4,11.1
2018-08-03 11:00:00,381.0,-2.2,2.5,-0.8,10.1
2018-08-03 12:00:00,378.0,-1.0,3.1,-2.0,8.4
2018-08-03 13:00:00,381.0,0.5,3.4,-1.4,10.0
2018-08-03 14:00:00,385.0,0.7,4.6,-1.7,6.4
2018-08-03 15:00:00,374.0,-1.2,4.0,-1.5,7.3
2018-08-03 16:00:00,372.0,-1.4,4.0,-1.2,7.0
2018-08-03 17:00:00,374.0,-2.0,3.3,0.1,8.1
2018-08-03 18:00:00,375.0,-3.7,2.3,0.9,6.5
2018-08-03 19:00:00,383.0,-4.2,2.4,1.1,5.2
2018-08-03 20:00:00,390.0,-3.9,0.9,0.8,5.6
2018-08-03 21:00:00,394.0,-4.0,1.3,0.8,5.4
2018-08-03 22:00:00,391.0,-4.4,0.8,0.8,5.2
2018-08-03 23:00:00,371.0,0.2,3.7,0.4,6.4
2018-08-04 00:00:00,381.0,1.0,3.9,-1.9,6.3
2018-08-04 01:00:00,383.0,0.3,2.4,-2.4,7.5
2018-08-04 02:00:00,373.0,-3.6,2.5,-0.3,6.8
2018-08-04 03:00:00,379.0,-1.7,2.1,-0.4,8.7
2018-08-04 04:00:00,389.0,-1.3,0.6,0.2,10.5
2018-08-04 05:00:00,397.0,-1.3,0.1,-0.3,10.1
2018-08-04 06:00:00,390.0,-1.7,0.1,-0.1,9.3
2018-08-04 07:00:00,389.0,-2.1,0.4,0.0,8.4
2018-08-04 08:00:00,383.0,-1.7,-0.3,0.6,7.9
2018-08-04 09:00:00,384.0,-2.1,0.4,0.0,6.7
2018-08-04 10:00:00,388.0,-2.9,0.9,0.0,5.9
2018-08-04 11:00:00,385.0,-3.3,1.1,-0.4,4.8
2018-08-04 12:00:00,381.0,-2.8,0.7,-0.1,6.0
2018-08-04 13:00:00,379.0,-3.0,0.2,0.0,5.7
2018-08-04 14:00:00,370.0,-2.5,0.7,-0.8,6.0
2018-08-04 15:00:00,368.0,-2.5,0.3,-0.6,7.0
2018-08-04 16:00:00,366.0,-2.1,0.8,-0.2,7.5
2018-08-04 17:00:00,364.0,-1.9,0.8,-0.0,7.6
2018-08-04 18:00:00,360.0,-1.3,1.3,0.1,7.7
2018-08-04 19:00:00,358.0,-2.2,0.2,-0.2,7.2
2018-08-04 20:00:00,360.0,-1.7,-0.5,-0.4,7.9
2018-08-04 21:00:00,357.0,-1.8,-0.3,-0.3,7.0
2018-08-04 22:00:00,358.0,-1.6,-0.5,0.1,7.6
2018-08-04 23:00:00,357.0,-2.2,1.0,0.1,8.0
2018-08-05 00:00:00,355.0,-3.2,1.8,-0.1,8.4
2018-08-05 01:00:00,359.0,-2.9,1.6,-2.0,8.9
2018-08-05 02:00:00,352.0,0.5,-1.3,-2.7,8.4
2018-08-05 03:00:00,353.0,-2.0,-1.2,-1.6,10.7
2018-08-05 04:00:00,352.0,-2.7,0.9,0.4,12.0
2018-08-05 05:00:00,356.0,-0.4,0.8,1.3,12.4
2018-08-05 06:00:00,354.0,2.0,-1.5,2.6,11.3
2018-08-05 07:00:00,349.0,2.8,-5.2,0.8,11.3
2018-08-05 08:00:00,349.0,-0.3,-4.8,2.6,11.2
2018-08-05 09:00:00,346.0,0.0,-3.2,1.0,10.4
2018-08-05 10:00:00,342.0,2.3,-2.6,0.1,10.6
2018-08-05 11:00:00,342.0,3.0,-2.7,0.9,9.9
2018-08-05 12:00:00,340.0,1.9,-2.9,0.4,10.0
2018-08-05 13:00:00,340.0,0.2,-2.7,-2.2,9.7
2018-08-05 14:00:00,336.0,2.8,-3.8,1.0,6.0
2018-08-05 15:00:00,339.0,2.4,-5.1,0.7,5.0
2018-08-05 16:00:00,345.0,4.2,-4.0,0.6,4.1
2018-08-05 17:00:00,333.0,4.6,-3.7,0.9,4.7
2018-08-05 18:00:00,327.0,3.4,-4.8,0.7,4.6
2018-08-05 19:00:00,324.0,2.7,-5.1,0.9,4.3
2018-08-05 20:00:00,326.0,3.6,-4.5,0.7,4.4
2018-08-05 21:00:00,332.0,4.0,-3.8,0.7,3.5
2018-08-05 22:00:00,329.0,4.1,-3.5,0.7,2.4
2018-08-05 23:00:00,321.0,4.0,-4.0,1.6,3.0
2018-08-06 00:00:00,329.0,4.0,-4.0,2.4,2.0
2018-08-06 01:00:00,341.0,2.3,-4.5,3.6,2.0
2018-08-06 02:00:00,345.0,1.9,-5.8,2.3,2.5
2018-08-06 03:00:00,326.0,3.6,-4.1,3.1,6.2
2018-08-06 04:00:00,319.0,4.1,-1.8,2.2,9.0
2018-08-06 05:00:00,339.0,3.7,2.1,-0.7,5.6
2018-08-06 06:00:00,329.0,4.6,2.0,-1.0,6.4
2018-08-06 07:00:00,314.0,3.3,1.2,-0.7,6.9
2018-08-06 08:00:00,320.0,1.1,-0.7,-0.1,7.8
2018-08-06 09:00:00,320.0,1.9,-1.6,1.2,6.4
2018-08-06 10:00:00,319.0,4.0,-1.3,1.1,3.2
2018-08-06 11:00:00,309.0,2.0,-1.6,0.9,9.0
2018-08-06 12:00:00,306.0,2.4,-2.2,0.7,8.8
2018-08-06 13:00:00,317.0,3.7,-0.4,1.5,4.3
2018-08-06 14:00:00,316.0,2.5,-0.8,0.7,3.4
2018-08-06 15:00:00,316.0,2.5,-0.8,0.5,3.8
2018-08-06 16:00:00,325.0,1.3,-1.4,0.8,5.1
2018-08-06 17:00:00,323.0,2.0,-2.5,1.2,4.9
2018-08-06 18:00:00,308.0,3.3,-1.6,0.3,5.0
2018-08-06 19:00:00,325.0,-1.7,-2.7,0.9,9.4
2018-08-06 20:00:00,320.0,-1.3,-2.6,0.4,9.2
2018-08-06 21:00:00,305.0,2.0,-1.8,-0.3,8.3
2018-08-06 22:00:00,301.0,3.3,-2.9,0.4,10.1
2018-08-06 23:00:00,301.0,2.9,-2.6,1.4,10.2
2018-08-07 00:00:00,322.0,0.6,-2.5,0.4,11.7
2018-08-07 01:00:00,324.0,1.5,-3.2,-0.5,14.5
2018-08-07 02:00:00,338.0,0.7,-3.9,-1.9,15.4
2018-08-07 03:00:00,338.0,-0.3,-4.0,-1.8,17.2
2018-08-07 04:00:00,338.0,-0.6,-4.1,1.2,17.1
2018-08-07 05:00:00,335.0,-0.2,-4.5,-0.1,11.9
2018-08-07 06:00:00,334.0,-0.9,-5.0,2.1,10.1
2018-08-07 07:00:00,339.0,0.3,-3.5,3.9,11.6
2018-08-07 08:00:00,334.0,-0.9,0.8,4.5,13.2
2018-08-07 09:00:00,334.0,-1.8,3.6,2.6,13.6
2018-08-07 10:00:00,334.0,-0.6,3.6,-0.4,9.1
2018-08-07 11:00:00,334.0,-0.5,3.1,-2.9,9.3
2018-08-07 12:00:00,354.0,-0.9,3.9,-1.1,18.0
2018-08-07 13:00:00,368.0,3.5,-3.3,-5.5,17.1
2018-08-07 14:00:00,365.0,2.9,-1.7,-4.6,19.3
2018-08-07 15:00:00,350.0,-2.5,1.2,-0.2,26.7
2018-08-07 16:00:00,351.0,-3.0,-1.0,0.9,24.1
2018-08-07 17:00:00,355.0,-2.1,-0.5,2.7,21.7
2018-08-07 18:00:00,357.0,-0.6,-0.0,-0.5,21.8
2018-08-07 19:00:00,357.0,1.0,-1.1,-1.9,16.6
2018-08-07 20:00:00,368.0,-0.4,3.3,-1.3,9.0
2018-08-07 21:00:00,370.0,-1.9,3.8,0.2,9.5
2018-08-07 22:00:00,373.0,-0.4,4.4,0.7,9.2
2018-08-07 23:00:00,372.0,-3.8,-0.5,1.8,9.5
2018-08-08 00:00:00,375.0,-3.7,-0.8,1.3,9.8
2018-08-08 01:00:00,378.0,-4.0,1.6,0.2,9.0
2018-08-08 02:00:00,381.0,-3.2,3.3,0.6,8.3
2018-08-08 03:00:00,390.0,0.3,1.1,-1.2,6.8
2018-08-08 04:00:00,394.0,-0.6,-0.4,-0.8,6.5
2018-08-08 05:00:00,414.0,1.7,0.4,-1.2,4.7
2018-08-08 06:00:00,416.0,-2.9,1.7,0.6,4.3
2018-08-08 07:00:00,414.0,-2.5,-1.1,-0.2,4.9
2018-08-08 08:00:00,421.0,-2.4,0.7,-1.5,4.7
2018-08-08 09:00:00,425.0,-1.4,-0.1,-1.7,4.5
2018-08-08 10:00:00,419.0,-0.2,0.4,-1.6,4.4
2018-08-08 11:00:00,417.0,-1.6,2.2,0.1,4.1
2018-08-08 12:00:00,414.0,-2.3,2.8,0.0,4.2
2018-08-08 13:00:00,408.0,-2.1,1.8,-0.6,5.1
2018-08-08 14:00:00,405.0,-0.2,2.5,-1.4,4.1
2018-08-08 15:00:00,419.0,-3.8,2.5,-0.4,2.8
2018-08-08 16:00:00,423.0,-0.4,3.3,-1.7,3.5
2018-08-08 17:00:00,414.0,-1.7,1.9,-1.1,3.0
2018-08-08 18:00:00,439.0,2.8,1.2,-0.7,3.0
2018-08-08 19:00:00,436.0,3.5,1.6,-0.7,3.0
2018-08-08 20:00:00,428.0,3.0,1.6,-1.2,3.6
2018-08-08 21:00:00,411.0,0.0,2.4,-0.6,4.2
2018-08-08 22:00:00,414.0,-3.5,1.1,0.7,3.4
2018-08-08 23:00:00,415.0,-3.0,1.4,0.2,3.6
2018-08-09 00:00:00,404.0,-2.2,0.5,0.2,4.1
2018-08-09 01:00:00,402.0,-1.4,0.8,-0.6,4.3
2018-08-09 02:00:00,401.0,-0.7,1.4,-1.4,3.6
2018-08-09 03:00:00,393.0,-1.7,1.6,-2.4,3.2
2018-08-09 04:00:00,388.0,-2.2,1.2,-1.8,3.1
2018-08-09 05:00:00,386.0,-2.2,0.6,-1.7,3.6
2018-08-09 06:00:00,385.0,-2.5,1.3,-0.7,3.5
2018-08-09 07:00:00,388.0,-1.3,1.3,-1.1,4.0
2018-08-09 08:00:00,390.0,-0.3,1.2,-2.3,4.1
2018-08-09 09:00:00,386.0,-0.7,0.9,-2.1,4.5
2018-08-09 10:00:00,385.0,-1.1,0.3,-2.0,5.0
2018-08-09 11:00:00,381.0,-1.1,0.4,-1.3,5.3
2018-08-09 12:00:00,379.0,-1.0,0.7,-1.7,5.4
2018-08-09 13:00:00,371.0,-1.9,0.6,-0.6,5.4
2018-08-09 14:00:00,365.0,-2.2,0.5,-0.2,5.3
2018-08-09 15:00:00,361.0,-0.4,1.4,-0.5,4.9
2018-08-09 16:00:00,360.0,-0.7,2.0,-0.6,4.6
2018-08-09 17:00:00,355.0,-0.3,1.4,-1.0,4.6
2018-08-09 18:00:00,353.0,-0.7,1.0,-1.8,5.0
2018-08-09 19:00:00,361.0,-0.2,-0.2,-1.5,6.8
2018-08-09 20:00:00,359.0,-0.9,-0.3,0.7,7.5
2018-08-09 21:00:00,354.0,-2.2,-1.0,0.6,6.5
2018-08-09 22:00:00,347.0,-0.5,-2.3,-1.7,6.3
2018-08-09 23:00:00,344.0,-1.3,-2.1,0.2,6.6
2018-08-10 00:00:00,341.0,-1.7,-2.0,-1.0,6.1
2018-08-10 01:00:00,346.0,-1.5,-1.7,-2.4,6.1
2018-08-10 02:00:00,344.0,-2.6,-1.4,-1.9,6.6
2018-08-10 03:00:00,352.0,-1.0,-3.1,1.9,7.7
2018-08-10 04:00:00,347.0,-2.6,-3.3,0.8,7.5
2018-08-10 05:00:00,344.0,-3.1,-1.3,2.9,8.5
2018-08-10 06:00:00,361.0,-2.0,-3.4,2.4,8.2
2018-08-10 07:00:00,367.0,-2.1,-3.2,3.1,8.6
2018-08-10 08:00:00,370.0,-3.1,0.3,2.7,8.4
2018-08-10 09:00:00,371.0,-4.4,-0.7,3.7,6.5
2018-08-10 10:00:00,377.0,-3.2,2.6,1.7,7.2
2018-08-10 11:00:00,374.0,-2.9,2.1,2.4,7.0
2018-08-10 12:00:00,369.0,-2.5,2.5,1.4,7.2
2018-08-10 13:00:00,363.0,-2.9,-0.9,-0.3,6.9
2018-08-10 14:00:00,364.0,-2.7,0.6,-1.0,6.5
2018-08-10 15:00:00,365.0,-3.2,1.2,-0.4,6.4
2018-08-10 16:00:00,364.0,-3.2,0.7,0.7,6.2
2018-08-10 17:00:00,365.0,-2.7,1.4,-0.6,6.3
2018-08-10 18:00:00,370.0,-0.5,3.3,1.4,6.4
2018-08-10 19:00:00,370.0,-0.7,2.5,-1.2,6.9
2018-08-10 20:00:00,378.0,-0.6,2.1,-1.2,7.7
2018-08-10 21:00:00,377.0,0.3,2.8,-1.1,8.3
2018-08-10 22:00:00,374.0,1.8,2.4,-0.9,8.6
2018-08-10 23:00:00,372.0,3.1,1.5,-1.0,8.5
2018-08-11 00:00:00,373.0,3.2,1.9,-0.8,9.7
2018-08-11 01:00:00,365.0,-0.1,2.4,-0.2,9.7
2018-08-11 02:00:00,361.0,-3.3,3.3,-0.6,10.5
2018-08-11 03:00:00,364.0,-3.4,6.0,1.0,10.8
2018-08-11 04:00:00,370.0,-4.1,8.4,0.1,12.6
2018-08-11 05:00:00,370.0,-4.7,9.8,-0.7,14.9
2018-08-11 06:00:00,368.0,-3.3,9.3,1.0,16.4
2018-08-11 07:00:00,381.0,0.4,0.0,1.3,27.0
2018-08-11 08:00:00,393.0,4.5,-0.5,6.9,12.5
2018-08-11 09:00:00,388.0,5.5,-3.5,4.1,13.5
2018-08-11 10:00:00,385.0,2.8,-5.2,0.8,13.2
2018-08-11 11:00:00,392.0,-1.5,-6.7,-1.7,15.8
2018-08-11 12:00:00,394.0,-2.1,-6.0,0.3,15.8
2018-08-11 13:00:00,397.0,-4.7,-2.3,-4.0,15.7
2018-08-11 14:00:00,385.0,0.6,0.6,-0.2,10.2
2018-08-11 15:00:00,382.0,4.0,-4.1,0.9,8.4
2018-08-11 16:00:00,381.0,0.7,1.7,-2.8,10.2
2018-08-11 17:00:00,386.0,-0.7,-1.9,-0.7,16.8
2018-08-11 18:00:00,383.0,-0.3,-5.0,2.6,14.3
2018-08-11 19:00:00,388.0,-0.5,3.4,0.1,11.7
2018-08-11 20:00:00,396.0,-3.7,-2.8,-2.7,9.4
2018-08-11 21:00:00,395.0,-3.9,1.3,-4.6,10.3
2018-08-11 22:00:00,402.0,-1.5,4.0,-2.8,10.0
2018-08-11 23:00:00,401.0,2.5,-2.9,0.8,9.8
2018-08-12 00:00:00,392.0,3.4,-3.5,0.4,10.5
